phylum	species	file	link
platyhelminthes	MISC1	filtered.cds	http://gofile.me/5wDJy/SJJhqqJ0x
platyhelminthes	SLEU1	filtered.cds	http://gofile.me/5wDJy/2vgp8GNWM
platyhelminthes	RSYL1	filtered.cds	http://gofile.me/5wDJy/7g0wFupOR
platyhelminthes	PTOR1	filtered.cds	http://gofile.me/5wDJy/x3Wqazfyb
platyhelminthes	GAPP1	filtered.cds	http://gofile.me/5wDJy/sCqUqA6DC
platyhelminthes	PJNB1	filtered.cds	http://gofile.me/5wDJy/11HDzJBhj
platyhelminthes	PONI1	filtered.cds	http://gofile.me/5wDJy/MX4Fu18jU
platyhelminthes	BKEW1	filtered.cds	http://gofile.me/5wDJy/EosGNOf2W
nemertodermatida	MSTI1	filtered.cds	http://gofile.me/5wDJy/rStACXetU
nemertodermatida	NWES2	filtered.cds	http://gofile.me/5wDJy/QyQ0euw3K
onychophora	PESO1	filtered.cds	http://gofile.me/5wDJy/7wyZg6EH5
onychophora	KOCC1	filtered.cds	http://gofile.me/5wDJy/mOeKHfs3x
onychophora	EPTR1	filtered.cds	http://gofile.me/5wDJy/rRHPCy0H6
onychophora	OGIL1	filtered.cds	http://gofile.me/5wDJy/W6vDKburc
onychophora	PERS1	filtered.cds	http://gofile.me/5wDJy/1yUSI65t6
onychophora	MTOR1	filtered.cds	http://gofile.me/5wDJy/bjAfUVl3g
onychophora	OKWA1	filtered.cds	http://gofile.me/5wDJy/oe2ZU1YMZ
onychophora	EPPA1	filtered.cds	http://gofile.me/5wDJy/hrQ0Qbb0i
onychophora	MINA1	filtered.cds	http://gofile.me/5wDJy/3UqwGrYBL
onychophora	PBOL1	filtered.cds	http://gofile.me/5wDJy/ufMW7Zyx9
onychophora	EVAG1	filtered.cds	http://gofile.me/5wDJy/Ml3LcD2nh
onychophora	EROW2	filtered.cds	http://gofile.me/5wDJy/5J6SJCele
onychophora	ETOT1	filtered.cds	http://gofile.me/5wDJy/eFsIv8S4x
porifera	SCIL1	filtered.cds	http://gofile.me/5wDJy/40qJx7a5D
phoronida	PPSA1	filtered.cds	http://gofile.me/5wDJy/o1NQwWdrv
phoronida	PHAR1	filtered.cds	http://gofile.me/5wDJy/CPrdX92pt
phoronida	PIJI1	filtered.cds	http://gofile.me/5wDJy/FYlBOu3pf
arthropoda	PLIT1	filtered.cds	http://gofile.me/5wDJy/ep40jYPug
arthropoda	SWEB1	filtered.cds	http://gofile.me/5wDJy/1bafDSqJ9
arthropoda	CARM1	filtered.cds	http://gofile.me/5wDJy/EpAoIN4BH
arthropoda	NDAV1	filtered.cds	http://gofile.me/5wDJy/cnPYB1RAB
arthropoda	OCHY1	filtered.cds	http://gofile.me/5wDJy/V2pa3kHrL
arthropoda	LWEB1	filtered.cds	http://gofile.me/5wDJy/SR6dpRBLG
arthropoda	STSP1	filtered.cds	http://gofile.me/5wDJy/8FOhpVq6z
arthropoda	NARA1	filtered.cds	http://gofile.me/5wDJy/7ojrfh7Sw
arthropoda	VMEX1	filtered.cds	http://gofile.me/5wDJy/p3d6NhaFC
arthropoda	NNIP1	filtered.cds	http://gofile.me/5wDJy/CGaTKqJIk
arthropoda	RMIN1	filtered.cds	http://gofile.me/5wDJy/0d8y5hEfn
arthropoda	GLAT1	filtered.cds	http://gofile.me/5wDJy/Ms69oXodR
arthropoda	TGUL1	filtered.cds	http://gofile.me/5wDJy/7N3WKObMJ
arthropoda	SYMP1	filtered.cds	http://gofile.me/5wDJy/414qS05K1
arthropoda	MGIG1	filtered.cds	http://gofile.me/5wDJy/qoP3ROSmw
arthropoda	EBER1	filtered.cds	http://gofile.me/5wDJy/2Xu9So0DS
arthropoda	SCRY1	filtered.cds	http://gofile.me/5wDJy/WB5iNVQpe
arthropoda	PSSP1	filtered.cds	http://gofile.me/5wDJy/CqcjsSr0W
arthropoda	ESER1	filtered.cds	http://gofile.me/5wDJy/rYbzbVq1m
arthropoda	GMIN1	filtered.cds	http://gofile.me/5wDJy/OzB5M9DLC
arthropoda	NBIP1	filtered.cds	http://gofile.me/5wDJy/AtznntMLg
arthropoda	PSEU1	filtered.cds	http://gofile.me/5wDJy/SZmRiVJzh
arthropoda	UMOR1	filtered.cds	http://gofile.me/5wDJy/83RVGjbBr
arthropoda	STER1	filtered.cds	http://gofile.me/5wDJy/75yp0TaXX
arthropoda	LULU1	filtered.cds	http://gofile.me/5wDJy/aqiSBc5PU
arthropoda	NDUB1	filtered.cds	http://gofile.me/5wDJy/cMvrkeoBh
arthropoda	HALR1	filtered.cds	http://gofile.me/5wDJy/BBPebOiHI
arthropoda	SVET1	filtered.cds	http://gofile.me/5wDJy/gZBWJT1oL
arthropoda	NGRA1	filtered.cds	http://gofile.me/5wDJy/mdQYxkqtg
arthropoda	THER1	filtered.cds	http://gofile.me/5wDJy/ZSnKDLeAs
arthropoda	BHYE1	filtered.cds	http://gofile.me/5wDJy/TPZCKHiQI
arthropoda	CCOR1	filtered.cds	http://gofile.me/5wDJy/hXL5rwxe0
arthropoda	CCEL1	filtered.cds	http://gofile.me/5wDJy/QubLTtOGU
arthropoda	ORSO1	filtered.cds	http://gofile.me/5wDJy/85PUVIoSu
arthropoda	CCLY1	filtered.cds	http://gofile.me/5wDJy/xEFTJVzYl
arthropoda	UHUA1	filtered.cds	http://gofile.me/5wDJy/X0HkNJ2Va
arthropoda	AORN1	filtered.cds	http://gofile.me/5wDJy/iN4qxpY8s
arthropoda	PCIT1	filtered.cds	http://gofile.me/5wDJy/6sx3Peuju
arthropoda	CSPM1	filtered.cds	http://gofile.me/5wDJy/ufV677yvJ
arthropoda	RLON1	filtered.cds	http://gofile.me/5wDJy/4xrRTkEqN
arthropoda	GALE2	filtered.cds	http://gofile.me/5wDJy/xQx0Wfh4X
arthropoda	CTAS1	filtered.cds	http://gofile.me/5wDJy/UjUkDtllI
arthropoda	SDON1	filtered.cds	http://gofile.me/5wDJy/lgwWI2eUG
arthropoda	OCER1	filtered.cds	http://gofile.me/5wDJy/U7DPBnS2k
arthropoda	SCAR1	filtered.cds	http://gofile.me/5wDJy/KT5hgEvrf
arthropoda	SACU1	filtered.cds	http://gofile.me/5wDJy/7I3bwoG8R
arthropoda	NYGR1	filtered.cds	http://gofile.me/5wDJy/ZQlNUuC2n
arthropoda	MNOR1	filtered.cds	http://gofile.me/5wDJy/X4NAqSwPs
arthropoda	MFUL1	filtered.cds	http://gofile.me/5wDJy/tCY7EFpJK
arthropoda	ACHI1	filtered.cds	http://gofile.me/5wDJy/v511wriSk
arthropoda	ARAQ1	filtered.cds	http://gofile.me/5wDJy/EOETeC1cK
arthropoda	PVAL1	filtered.cds	http://gofile.me/5wDJy/Zk3rV2SJR
arthropoda	POGO1	filtered.cds	http://gofile.me/5wDJy/6t8o9nA8D
arthropoda	MGUT1	filtered.cds	http://gofile.me/5wDJy/yT63ZCcMD
arthropoda	SCHE1	filtered.cds	http://gofile.me/5wDJy/zRMFwgbR1
arthropoda	OPSP1	filtered.cds	http://gofile.me/5wDJy/2I8MHt6Jq
arthropoda	BLEC1	filtered.cds	http://gofile.me/5wDJy/o0hPglnQZ
arthropoda	CGEL1	filtered.cds	http://gofile.me/5wDJy/bm31pxPFA
arthropoda	HREM1	filtered.cds	http://gofile.me/5wDJy/8qwxY2Gd9
arthropoda	LEXO1	filtered.cds	http://gofile.me/5wDJy/1M79GJsEL
arthropoda	DAMO1	filtered.cds	http://gofile.me/5wDJy/NF21cAHfG
arthropoda	GMAR2	filtered.cds	http://gofile.me/5wDJy/D2YDsxHZQ
arthropoda	AAQU1	filtered.cds	http://gofile.me/5wDJy/0PavhTzjX
arthropoda	PLAM1	filtered.cds	http://gofile.me/5wDJy/ClVFTNeX4
arthropoda	TEJA1	filtered.cds	http://gofile.me/5wDJy/w0wznyM7G
arthropoda	DAND1	filtered.cds	http://gofile.me/5wDJy/t0ix5AVXb
arthropoda	LCUL1	filtered.cds	http://gofile.me/5wDJy/WCxvpRerZ
arthropoda	PGER1	filtered.cds	http://gofile.me/5wDJy/KUEbcDkoq
arthropoda	PAFF1	filtered.cds	http://gofile.me/5wDJy/ddsS3L0by
arthropoda	HINC1	filtered.cds	http://gofile.me/5wDJy/2noWQsVfa
arthropoda	HMAC1	filtered.cds	http://gofile.me/5wDJy/fBGNZEjoP
arthropoda	CHAN1	filtered.cds	http://gofile.me/5wDJy/0dJj46HhD
arthropoda	UAFR1	filtered.cds	http://gofile.me/5wDJy/uRPG1TLPh
arthropoda	XVES1	filtered.cds	http://gofile.me/5wDJy/do6Q0GQpv
arthropoda	ESIM1	filtered.cds	http://gofile.me/5wDJy/yUFsDfEXx
arthropoda	EHIA1	filtered.cds	http://gofile.me/5wDJy/b4kDgBizR
arthropoda	AROY1	filtered.cds	http://gofile.me/5wDJy/a4bTR0NKD
arthropoda	AVUL2	filtered.cds	http://gofile.me/5wDJy/t1Djbw9SX
arthropoda	AAST1	filtered.cds	http://gofile.me/5wDJy/XigFXaa0d
arthropoda	HQUA1	filtered.cds	http://gofile.me/5wDJy/6jnxAAP3S
arthropoda	PELL1	filtered.cds	http://gofile.me/5wDJy/Oo4xyp0ey
arthropoda	ELEO1	filtered.cds	http://gofile.me/5wDJy/TP3saHmbI
arthropoda	BATR1	filtered.cds	http://gofile.me/5wDJy/Yx8qKNJTp
arthropoda	ETIC1	filtered.cds	http://gofile.me/5wDJy/fsNF38JKJ
arthropoda	LCYP1	filtered.cds	http://gofile.me/5wDJy/DDXnnylvc
arthropoda	PAPE1	filtered.cds	http://gofile.me/5wDJy/A0LnOTS7b
arthropoda	HNIV1	filtered.cds	http://gofile.me/5wDJy/g3Be5h1DH
arthropoda	BWIT1	filtered.cds	http://gofile.me/5wDJy/PnfHgx583
arthropoda	APOL1	filtered.cds	http://gofile.me/5wDJy/d2cc253ri
arthropoda	LWUR1	filtered.cds	http://gofile.me/5wDJy/uTq43mPSp
arthropoda	SLOB1	filtered.cds	http://gofile.me/5wDJy/KASVPAEEQ
arthropoda	TSAV1	filtered.cds	http://gofile.me/5wDJy/XJdAmH8kZ
arthropoda	AMAR1	filtered.cds	http://gofile.me/5wDJy/4N8xnOCMN
arthropoda	AGIR1	filtered.cds	http://gofile.me/5wDJy/cim2j0x6w
arthropoda	CSEG1	filtered.cds	http://gofile.me/5wDJy/9OEQWBbVt
arthropoda	TNEW1	filtered.cds	http://gofile.me/5wDJy/hKnaZ4m0D
arthropoda	PMAR1	filtered.cds	http://gofile.me/5wDJy/owcIGFsQl
arthropoda	SPOR1	filtered.cds	http://gofile.me/5wDJy/gYe4bE8er
arthropoda	MWIL1	filtered.cds	http://gofile.me/5wDJy/x0msQqWqo
arthropoda	PAME3	filtered.cds	http://gofile.me/5wDJy/AW3l3zUk1
arthropoda	FAUR1	filtered.cds	http://gofile.me/5wDJy/gAnbWa9SS
arthropoda	AJAP1	filtered.cds	http://gofile.me/5wDJy/SbOtRqsxV
arthropoda	TJAV1	filtered.cds	http://gofile.me/5wDJy/npKIKnKtL
arthropoda	NIND1	filtered.cds	http://gofile.me/5wDJy/MCpcxpoUW
arthropoda	PHAN1	filtered.cds	http://gofile.me/5wDJy/NkBE2eWmU
arthropoda	AFOR1	filtered.cds	http://gofile.me/5wDJy/ig7sRyuCo
arthropoda	AMER1	filtered.cds	http://gofile.me/5wDJy/HIQunS2kA
arthropoda	MOIN1	filtered.cds	http://gofile.me/5wDJy/4HdeuvfC1
arthropoda	ENOR1	filtered.cds	http://gofile.me/5wDJy/eC9Xy6JCA
arthropoda	PAMA1	filtered.cds	http://gofile.me/5wDJy/EFuLX2uKr
arthropoda	SBAH1	filtered.cds	http://gofile.me/5wDJy/00k6qd55x
arthropoda	ACHA1	filtered.cds	http://gofile.me/5wDJy/QWEWrGcR9
arthropoda	HINE1	filtered.cds	http://gofile.me/5wDJy/QjXUk8Qe8
arthropoda	LMAC1	filtered.cds	http://gofile.me/5wDJy/YeNy4huEi
arthropoda	SCOL3	filtered.cds	http://gofile.me/5wDJy/Ud8XL7dEZ
arthropoda	ORUB1	filtered.cds	http://gofile.me/5wDJy/fbeCTZtw7
arthropoda	PWHE1	filtered.cds	http://gofile.me/5wDJy/CpVQHSLOA
arthropoda	LEPI1	filtered.cds	http://gofile.me/5wDJy/me2d3baj7
arthropoda	SCAP1	filtered.cds	http://gofile.me/5wDJy/fSpduSY3v
arthropoda	ADEN1	filtered.cds	http://gofile.me/5wDJy/ukssKncWk
arthropoda	CBOL1	filtered.cds	http://gofile.me/5wDJy/nuwJR295E
arthropoda	PAPL1	filtered.cds	http://gofile.me/5wDJy/5pe4zTh63
arthropoda	TASA1	filtered.cds	http://gofile.me/5wDJy/2HXPUGhdk
arthropoda	BLIN1	filtered.cds	http://gofile.me/5wDJy/o2CPrELFy
arthropoda	ISEN1	filtered.cds	http://gofile.me/5wDJy/AFR8wCetF
arthropoda	SRUF1	filtered.cds	http://gofile.me/5wDJy/BHeYvsaDn
arthropoda	SAPI1	filtered.cds	http://gofile.me/5wDJy/BZ0h3pYZm
arthropoda	AEMA1	filtered.cds	http://gofile.me/5wDJy/P8gDO0jZx
arthropoda	HUST1	filtered.cds	http://gofile.me/5wDJy/muD4IoWt7
arthropoda	GBUE1	filtered.cds	http://gofile.me/5wDJy/QDIvRlasr
arthropoda	DAMP1	filtered.cds	http://gofile.me/5wDJy/ycItPm6Cd
arthropoda	LINC1	filtered.cds	http://gofile.me/5wDJy/rgxSTEHpR
arthropoda	ARCH1	filtered.cds	http://gofile.me/5wDJy/9MEDLs04s
arthropoda	BAET1	filtered.cds	http://gofile.me/5wDJy/5zvoPT5f2
arthropoda	ANEO1	filtered.cds	http://gofile.me/5wDJy/ssGryi8RL
arthropoda	ASAL1	filtered.cds	http://gofile.me/5wDJy/eGD0rfo87
arthropoda	EBRI1	filtered.cds	http://gofile.me/5wDJy/p3SpTyY1M
arthropoda	LNTO1	filtered.cds	http://gofile.me/5wDJy/pf1IHJ5Fr
arthropoda	SSEX1	filtered.cds	http://gofile.me/5wDJy/6ZIaFDbQq
arthropoda	NLUG1	filtered.cds	http://gofile.me/5wDJy/Cy4FgCDFz
arthropoda	TINE1	filtered.cds	http://gofile.me/5wDJy/EVDEhabEa
arthropoda	MISO1	filtered.cds	http://gofile.me/5wDJy/iUbwNOZDL
arthropoda	CJAP1	filtered.cds	http://gofile.me/5wDJy/dj7DkWouP
arthropoda	CQUA2	filtered.cds	http://gofile.me/5wDJy/bhzErqKQ0
arthropoda	PLAG1	filtered.cds	http://gofile.me/5wDJy/VLrgpdW4x
arthropoda	CIOA1	filtered.cds	http://gofile.me/5wDJy/KBaHWUq8d
arthropoda	SLIN1	filtered.cds	http://gofile.me/5wDJy/pEyCGA7X8
arthropoda	PARA1	filtered.cds	http://gofile.me/5wDJy/2mThLdd9P
arthropoda	MENN1	filtered.cds	http://gofile.me/5wDJy/QRQjupEj8
arthropoda	AASP1	filtered.cds	http://gofile.me/5wDJy/loWBM0cKB
arthropoda	GDEP1	filtered.cds	http://gofile.me/5wDJy/dtvLmjL9y
arthropoda	GFRO1	filtered.cds	http://gofile.me/5wDJy/koyaI4e4Y
arthropoda	GLOM1	filtered.cds	http://gofile.me/5wDJy/70xqYCp6v
arthropoda	NMOL1	filtered.cds	http://gofile.me/5wDJy/hjJ0wfKpV
arthropoda	MFRO1	filtered.cds	http://gofile.me/5wDJy/CFuAarUBZ
arthropoda	MSCU1	filtered.cds	http://gofile.me/5wDJy/qyU4qSQqT
arthropoda	CVIR1	filtered.cds	http://gofile.me/5wDJy/r9jb2C5Op
arthropoda	PCOM1	filtered.cds	http://gofile.me/5wDJy/FPrvipuZe
arthropoda	NEOC1	filtered.cds	http://gofile.me/5wDJy/V1lABJzAt
arthropoda	NDEG1	filtered.cds	http://gofile.me/5wDJy/RtvE6XXRM
arthropoda	VHIL1	filtered.cds	http://gofile.me/5wDJy/8csxzUbBd
arthropoda	PQUI1	filtered.cds	http://gofile.me/5wDJy/aTOeEg10o
arthropoda	LCRY1	filtered.cds	http://gofile.me/5wDJy/to0FPXn0h
arthropoda	GANT1	filtered.cds	http://gofile.me/5wDJy/fRcNfIiVM
arthropoda	ETAI1	filtered.cds	http://gofile.me/5wDJy/LlvxszIUx
arthropoda	CCFQ1	filtered.cds	http://gofile.me/5wDJy/NpxMR3Ed9
arthropoda	PMAN1	filtered.cds	http://gofile.me/5wDJy/we9ZiUncH
arthropoda	MGUI1	filtered.cds	http://gofile.me/5wDJy/HgByLnltF
arthropoda	SRUB1	filtered.cds	http://gofile.me/5wDJy/LpqjxUSDJ
arthropoda	BSCH1	filtered.cds	http://gofile.me/5wDJy/96nHSAIUl
arthropoda	CISR1	filtered.cds	http://gofile.me/5wDJy/HiJUoFbc0
arthropoda	FMAR1	filtered.cds	http://gofile.me/5wDJy/s8SVDZhP1
arthropoda	PBAE1	filtered.cds	http://gofile.me/5wDJy/YWXFa6Lh7
arthropoda	SEGE1	filtered.cds	http://gofile.me/5wDJy/1m5SVst9E
arthropoda	HGAB1	filtered.cds	http://gofile.me/5wDJy/SiJ3J9kS4
arthropoda	TJAP1	filtered.cds	http://gofile.me/5wDJy/nlPIvZg4q
arthropoda	OPOP1	filtered.cds	http://gofile.me/5wDJy/3glqyPYLZ
arthropoda	SCIN1	filtered.cds	http://gofile.me/5wDJy/kIKvKrFQO
arthropoda	EOCY1	filtered.cds	http://gofile.me/5wDJy/u3betWSyr
arthropoda	PJAL1	filtered.cds	http://gofile.me/5wDJy/ixnmXG6AS
arthropoda	ANIN1	filtered.cds	http://gofile.me/5wDJy/A7aVpaV6V
arthropoda	PIMP1	filtered.cds	http://gofile.me/5wDJy/UxPwI8DpN
arthropoda	OGRI1	filtered.cds	http://gofile.me/5wDJy/2EXwo63fa
arthropoda	DGAL1	filtered.cds	http://gofile.me/5wDJy/lgjouxJKj
arthropoda	PHUM1	filtered.cds	http://gofile.me/5wDJy/xrIU4fKap
arthropoda	AGRA1	filtered.cds	http://gofile.me/5wDJy/TJjuBvPw4
arthropoda	EPAC1	filtered.cds	http://gofile.me/5wDJy/JC9bWsWlI
arthropoda	CHOR1	filtered.cds	http://gofile.me/5wDJy/fZiGX4xL6
arthropoda	NELO1	filtered.cds	http://gofile.me/5wDJy/zaaPkb9Bo
arthropoda	CGAL1	filtered.cds	http://gofile.me/5wDJy/gXNqyoHCH
arthropoda	LLUC1	filtered.cds	http://gofile.me/5wDJy/CmPGMmtQv
arthropoda	UELO1	filtered.cds	http://gofile.me/5wDJy/8jgDqKcTL
arthropoda	PFLA1	filtered.cds	http://gofile.me/5wDJy/663N0YNfS
arthropoda	ASIA1	filtered.cds	http://gofile.me/5wDJy/xukbsKgbr
arthropoda	LYNC1	filtered.cds	http://gofile.me/5wDJy/fdquIdYC2
arthropoda	PSQU1	filtered.cds	http://gofile.me/5wDJy/QKZBqEwy5
arthropoda	PPEL1	filtered.cds	http://gofile.me/5wDJy/CLEdHZgz5
arthropoda	MACR1	filtered.cds	http://gofile.me/5wDJy/VzJ5EMG69
arthropoda	POTW1	filtered.cds	http://gofile.me/5wDJy/dLvBwvbwN
arthropoda	MELO1	filtered.cds	http://gofile.me/5wDJy/8Ay1ICKZs
arthropoda	TGER1	filtered.cds	http://gofile.me/5wDJy/pgHAQkAXU
arthropoda	PLON1	filtered.cds	http://gofile.me/5wDJy/lEs0Nl3JY
arthropoda	MHRA1	filtered.cds	http://gofile.me/5wDJy/5qOCLmcDd
arthropoda	PURU1	filtered.cds	http://gofile.me/5wDJy/o02erQ0ZR
arthropoda	PAVE1	filtered.cds	http://gofile.me/5wDJy/4KXXrlv5S
arthropoda	PARM1	filtered.cds	http://gofile.me/5wDJy/4T14oM7IF
arthropoda	TKOM1	filtered.cds	http://gofile.me/5wDJy/MKzdK1fR9
arthropoda	TMAR1	filtered.cds	http://gofile.me/5wDJy/hN6a9ZnMx
arthropoda	RATE1	filtered.cds	http://gofile.me/5wDJy/TsM1nBOHp
arthropoda	HYDR1	filtered.cds	http://gofile.me/5wDJy/NQYWs3xuG
arthropoda	PASU1	filtered.cds	http://gofile.me/5wDJy/V0iAZbAVn
arthropoda	FTAK1	filtered.cds	http://gofile.me/5wDJy/3nXCEuFqI
arthropoda	CRYP1	filtered.cds	http://gofile.me/5wDJy/MkcYvLJa2
arthropoda	PFEM1	filtered.cds	http://gofile.me/5wDJy/KXkZWoXe8
arthropoda	GYMN1	filtered.cds	http://gofile.me/5wDJy/pTSm5TYLX
arthropoda	CANO1	filtered.cds	http://gofile.me/5wDJy/JumFQQ0LQ
arthropoda	PSIM1	filtered.cds	http://gofile.me/5wDJy/hg8hiYCF4
arthropoda	TRCA1	filtered.cds	http://gofile.me/5wDJy/y4ZMxL5YJ
arthropoda	INOD1	filtered.cds	http://gofile.me/5wDJy/xLuguyk9S
arthropoda	ORAT1	filtered.cds	http://gofile.me/5wDJy/auU4EGvSB
arthropoda	CFLA1	filtered.cds	http://gofile.me/5wDJy/0xGT1IHTx
arthropoda	SLUC1	filtered.cds	http://gofile.me/5wDJy/GtqcOOzKd
arthropoda	HEXC1	filtered.cds	http://gofile.me/5wDJy/nkbEdpVXk
arthropoda	FLAV1	filtered.cds	http://gofile.me/5wDJy/6sOAXiQjR
arthropoda	TSTE1	filtered.cds	http://gofile.me/5wDJy/3T81GkgQC
arthropoda	PHUX1	filtered.cds	http://gofile.me/5wDJy/1DxirIJQP
arthropoda	CVUL1	filtered.cds	http://gofile.me/5wDJy/FWl77wDoP
arthropoda	PSIN1	filtered.cds	http://gofile.me/5wDJy/oXFb2P2rx
arthropoda	NVIT1	filtered.cds	http://gofile.me/5wDJy/i5iogBo0b
arthropoda	HBRE1	filtered.cds	http://gofile.me/5wDJy/5tTjtDti1
arthropoda	PLSP1	filtered.cds	http://gofile.me/5wDJy/9JCLv1sqH
arthropoda	EZAR1	filtered.cds	http://gofile.me/5wDJy/HLVXsCyGy
arthropoda	MAME1	filtered.cds	http://gofile.me/5wDJy/8vGvQVPhy
arthropoda	HANS2	filtered.cds	http://gofile.me/5wDJy/u8VLsiDSn
arthropoda	OECO1	filtered.cds	http://gofile.me/5wDJy/CHFA0PUC5
arthropoda	HRUF1	filtered.cds	http://gofile.me/5wDJy/jl77sVS30
arthropoda	CBEC1	filtered.cds	http://gofile.me/5wDJy/OmfhUioVO
arthropoda	NADI1	filtered.cds	http://gofile.me/5wDJy/85WBmxG22
arthropoda	PSUB1	filtered.cds	http://gofile.me/5wDJy/h914q2EXH
arthropoda	BAMO1	filtered.cds	http://gofile.me/5wDJy/itlNGrKBF
arthropoda	HTHE1	filtered.cds	http://gofile.me/5wDJy/kZkn8cUGs
arthropoda	ICRA1	filtered.cds	http://gofile.me/5wDJy/UpX3gQbL4
arthropoda	SSTA1	filtered.cds	http://gofile.me/5wDJy/B28Fr1h1K
arthropoda	PSCH1	filtered.cds	http://gofile.me/5wDJy/JMWxTYJ24
arthropoda	TRAD1	filtered.cds	http://gofile.me/5wDJy/bhh81oxtj
arthropoda	EULI1	filtered.cds	http://gofile.me/5wDJy/TiD96kvzv
arthropoda	GLOC1	filtered.cds	http://gofile.me/5wDJy/itQmphyci
arthropoda	GALB1	filtered.cds	http://gofile.me/5wDJy/LxXx5IBpE
arthropoda	HILL1	filtered.cds	http://gofile.me/5wDJy/wTiMrylC3
arthropoda	TGRA1	filtered.cds	http://gofile.me/5wDJy/0vFHQVtuj
arthropoda	SMAG1	filtered.cds	http://gofile.me/5wDJy/yK0YT2w5s
arthropoda	EAFF1	filtered.cds	http://gofile.me/5wDJy/qWccJLnzg
arthropoda	CSIM1	filtered.cds	http://gofile.me/5wDJy/J9bK936Dm
arthropoda	BGRA1	filtered.cds	http://gofile.me/5wDJy/r4jp4jlqF
arthropoda	CFIN1	filtered.cds	http://gofile.me/5wDJy/4t6or0tfY
arthropoda	PPRU1	filtered.cds	http://gofile.me/5wDJy/f7G0zr9Qd
arthropoda	AINS1	filtered.cds	http://gofile.me/5wDJy/dDM4pE0R1
arthropoda	PROT2	filtered.cds	http://gofile.me/5wDJy/AgTPn4ajc
arthropoda	LMIG1	filtered.cds	http://gofile.me/5wDJy/kxcNptiuN
arthropoda	LTHA1	filtered.cds	http://gofile.me/5wDJy/oKJdeC8Ag
arthropoda	CNIP1	filtered.cds	http://gofile.me/5wDJy/BVsb6j5Qv
arthropoda	XTUL1	filtered.cds	http://gofile.me/5wDJy/ET7v2uDNj
arthropoda	NHRA1	filtered.cds	http://gofile.me/5wDJy/w7NqrANBM
arthropoda	SCOR1	filtered.cds	http://gofile.me/5wDJy/Ab7KeXFjf
arthropoda	ETAK1	filtered.cds	http://gofile.me/5wDJy/qOo2vJ9Ca
arthropoda	TSPI1	filtered.cds	http://gofile.me/5wDJy/dSy9PSiuq
arthropoda	ACER1	filtered.cds	http://gofile.me/5wDJy/06ELIAjLV
arthropoda	OTEX1	filtered.cds	http://gofile.me/5wDJy/ZJNNZxzBY
arthropoda	PALB1	filtered.cds	http://gofile.me/5wDJy/B9EZuhW5C
arthropoda	HSUB1	filtered.cds	http://gofile.me/5wDJy/XU6IQKwUt
arthropoda	HFOR1	filtered.cds	http://gofile.me/5wDJy/JDt1ZCjev
arthropoda	RROB1	filtered.cds	http://gofile.me/5wDJy/zcHTtjxJs
arthropoda	LIPO1	filtered.cds	http://gofile.me/5wDJy/dKAGHwk3L
arthropoda	CYLI1	filtered.cds	http://gofile.me/5wDJy/5SrDiYg1X
arthropoda	CHHA1	filtered.cds	http://gofile.me/5wDJy/7JaMGTnJs
arthropoda	NEDE1	filtered.cds	http://gofile.me/5wDJy/MH6W2RJ0q
arthropoda	SROV1	filtered.cds	http://gofile.me/5wDJy/GuCN1bSW6
arthropoda	GRYL1	filtered.cds	http://gofile.me/5wDJy/L5d4KxYbR
arthropoda	KACA1	filtered.cds	http://gofile.me/5wDJy/Si11X1Az6
arthropoda	MLEI1	filtered.cds	http://gofile.me/5wDJy/CRYHFSQjJ
arthropoda	OPIL1	filtered.cds	http://gofile.me/5wDJy/4CS9zbR2u
arthropoda	SMUC1	filtered.cds	http://gofile.me/5wDJy/dXqV1Ab6o
arthropoda	NICO1	filtered.cds	http://gofile.me/5wDJy/feB45QPsH
arthropoda	MGER1	filtered.cds	http://gofile.me/5wDJy/0PQKBjw73
arthropoda	TDOM1	filtered.cds	http://gofile.me/5wDJy/s8yRvQnTs
arthropoda	AAME1	filtered.cds	http://gofile.me/5wDJy/eq6CxxL1U
arthropoda	SOLP1	filtered.cds	http://gofile.me/5wDJy/KO1P1WRYu
arthropoda	TSUB1	filtered.cds	http://gofile.me/5wDJy/4ZokL69zE
arthropoda	RPRO1	filtered.cds	http://gofile.me/5wDJy/1FVhnLaJk
arthropoda	OROS1	filtered.cds	http://gofile.me/5wDJy/ZwJbi56f4
arthropoda	FDEP1	filtered.cds	http://gofile.me/5wDJy/WH3g5bwRU
arthropoda	CHIS1	filtered.cds	http://gofile.me/5wDJy/qD1akL027
arthropoda	NOVA1	filtered.cds	http://gofile.me/5wDJy/17WNHbR9y
arthropoda	ESAK1	filtered.cds	http://gofile.me/5wDJy/FeX5iuso7
arthropoda	CRAS1	filtered.cds	http://gofile.me/5wDJy/M67aOhvEj
arthropoda	PARU1	filtered.cds	http://gofile.me/5wDJy/ulHcrKtF4
arthropoda	LDES1	filtered.cds	http://gofile.me/5wDJy/C2QOjQPxh
arthropoda	TORB1	filtered.cds	http://gofile.me/5wDJy/M7hQ0tzQQ
arthropoda	HMUL1	filtered.cds	http://gofile.me/5wDJy/wOa1cBgvF
arthropoda	PHAW1	filtered.cds	http://gofile.me/5wDJy/JLX31hyeR
arthropoda	OJAP1	filtered.cds	http://gofile.me/5wDJy/QasykoPqx
arthropoda	MGAL1	filtered.cds	http://gofile.me/5wDJy/kj1aL1FpQ
