Phylum,Class,Order,Family,Species,Type,Wavelength,Band,Oil,Nocturnal Activity,Diurnal Activity,Source
Arthropoda,Insecta,Lepidoptera,Noctuidae,Mamestra brassicae,,540,,,Y,N,Ichikawa & Tateda 1982
Arthropoda,Insecta,Lepidoptera,Noctuidae,Mamestra brassicae,,580,,,Y,N,Ichikawa & Tateda 1982
Arthropoda,Insecta,Lepidoptera,Noctuidae,Spodoptera exempta,,355,,,Y,N,Langer et al. 1979
Arthropoda,Insecta,Lepidoptera,Noctuidae,Spodoptera exempta,,465,,,Y,N,Langer et al. 1979
Arthropoda,Insecta,Lepidoptera,Noctuidae,Spodoptera exempta,,515,,,Y,N,Langer et al. 1979
Arthropoda,Insecta,Lepidoptera,Noctuidae,Spodoptera exempta,,560,,,Y,N,Langer et al. 1979
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Aglais urticae,,380,,,N,Y,Steiner et al. 1987
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Aglais urticae,,460,,,N,Y,Steiner et al. 1987
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Aglais urticae,,530,,,N,Y,Steiner et al. 1987
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Argynnis ruslana,,380,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Argynnis ruslana,,440,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Argynnis ruslana,,560,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Argynnis ruslana,,620,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Fabriciana adippe,,380,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Fabriciana adippe,,460,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Fabriciana adippe,,520,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Fabriciana adippe,,580,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Heliconius erato,,370,,,N,Y,Weller & Pashley 1995
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Heliconius erato,,470,,,N,Y,Weller & Pashley 1995
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Heliconius erato,,570,,,N,Y,Weller & Pashley 1995
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Heliconius numata,,390,,,N,Y,"Struwe 1972 a, b"
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Heliconius numata,,460,,,N,Y,"Struwe 1972 a, b"
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Heliconius numata,,540,,,N,Y,"Struwe 1972 a, b"
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Heliconius sara,,370,,,N,Y,Struew 1972 b
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Heliconius sara,,470,,,N,Y,Struew 1972 b
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Heliconius sara,,550,,,N,Y,Struew 1972 b
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Minois dryas,,380,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Minois dryas,,460,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Minois dryas,,520,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Neope goschkevitschii,,380,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Neope goschkevitschii,,460,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Neope goschkevitschii,,520,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Nymphalis xanthomelas,,380,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Nymphalis xanthomelas,,460,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Nymphalis xanthomelas,,500,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Nymphalis xanthomelas,,560,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Parage aegeria,,360,,,N,Y,Paul et al. 1986
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Parage aegeria,,460,,,N,Y,Paul et al. 1986
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Parage aegeria,,530,,,N,Y,Paul et al. 1986
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Polygonia c-album,,380,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Polygonia c-album,,520,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Polygonia c-album,,560,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Polygonia c-album,,620,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa cardui,,360,,,N,Y,Bernard 1979; Briscoe et al. 2003
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa cardui,,470,,,N,Y,Bernard 1979; Briscoe et al. 2003
Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa cardui,,530,,,N,Y,Bernard 1979; Briscoe et al. 2003
Arthropoda,Insecta,Lepidoptera,Papilionidae,Atrophaneura alcinous,,420,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Papilionidae,Atrophaneura alcinous,,460,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Papilionidae,Atrophaneura alcinous,,520,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Papilionidae,Atrophaneura alcinous,,600,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Papilionidae,Graphium sarpedon,,380,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Papilionidae,Graphium sarpedon,,460,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Papilionidae,Graphium sarpedon,,560,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Papilionidae,Graphium sarpedon,,600,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio achaon,,380,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio achaon,,460,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio achaon,,520,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio achaon,,580,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio aegeus,,360,,,N,Y,Matic 1983
Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio aegeus,,450,,,N,Y,Matic 1983
Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio aegeus,,540,,,N,Y,Matic 1983
Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio aegeus,,610,,,N,Y,Matic 1983
Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio maackii,,380,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio maackii,,460,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio maackii,,520,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio maackii,,580,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio protenor,,420,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio protenor,,460,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio protenor,,520,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio xuthus,,360,,,N,Y,Eguchi et al. 1982; Arikawa et al. 1987
Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio xuthus,,400,,,N,Y,Eguchi et al. 1982; Arikawa et al. 1987
Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio xuthus,,440,,,N,Y,Eguchi et al. 1982; Arikawa et al. 1987
Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio xuthus,,520,,,N,Y,Eguchi et al. 1982; Arikawa et al. 1987
Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio xuthus,,600,,,N,Y,Eguchi et al. 1982; Arikawa et al. 1987
Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilo bianor,,420,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilo bianor,,460,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilo bianor,,520,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilo bianor,,580,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Pieridae,Colias erate,,400,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Pieridae,Colias erate,,520,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Pieridae,Colias erate,,560,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Pieridae,Gonepteryx aspasia,,380,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Pieridae,Gonepteryx aspasia,,460,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Pieridae,Gonepteryx aspasia,,560,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Pieridae,Gonepteryx aspasia,,600,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris brassicae,,360,,,N,Y,Paul et al. 1986; Steiner et al. 1987
Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris brassicae,,455,,,N,Y,Paul et al. 1986; Steiner et al. 1987
Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris brassicae,,560,,,N,Y,Paul et al. 1986; Steiner et al. 1987
Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris brassicae,,620,,,N,Y,Paul et al. 1986; Steiner et al. 1987
Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris melete,,400,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris melete,,480,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris melete,,540,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris melete,,600,,,N,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris rapae,,360,,,N,Y,Wakakuwa et al. 2010
Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris rapae,,420,,,N,Y,Wakakuwa et al. 2010
Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris rapae,,450,,,N,Y,Wakakuwa et al. 2010
Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris rapae,,563,,,N,Y,Wakakuwa et al. 2010
Arthropoda,Insecta,Lepidoptera,Pyralidae,Amyelois transitella,,350,,,N,Y,Eguchi et al. 1982; Bernard et al. 1984
Arthropoda,Insecta,Lepidoptera,Pyralidae,Amyelois transitella,,430,,,N,Y,Eguchi et al. 1982; Bernard et al. 1984
Arthropoda,Insecta,Lepidoptera,Pyralidae,Amyelois transitella,,530,,,N,Y,Eguchi et al. 1982; Bernard et al. 1984
Arthropoda,Insecta,Lepidoptera,Pyralidae,Galleria mellonella,,363,,,N,Y,Goldman et al. 1975
Arthropoda,Insecta,Lepidoptera,Pyralidae,Galleria mellonella,,510,,,N,Y,Goldman et al. 1975
Arthropoda,Insecta,Lepidoptera,Saturniidae,Actias artemis aliena,,380,,,Y,N,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Saturniidae,Actias artemis aliena,,460,,,Y,N,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Saturniidae,Actias artemis aliena,,540,,,Y,N,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Saturniidae,Actias artemis aliena,,580,,,Y,N,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Saturniidae,Antheraea polyphemus,,360,,,Y,N,Langer et al. 1986
Arthropoda,Insecta,Lepidoptera,Saturniidae,Antheraea polyphemus,,450,,,Y,N,Langer et al. 1986
Arthropoda,Insecta,Lepidoptera,Saturniidae,Antheraea polyphemus,,525,,,Y,N,Langer et al. 1986
Arthropoda,Insecta,Lepidoptera,Saturniidae,Samia cynthia ricini,,380,,,Y,N,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Saturniidae,Samia cynthia ricini,,400,,,Y,N,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Saturniidae,Samia cynthia ricini,,480,,,Y,N,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Saturniidae,Samia cynthia ricini,,520,,,Y,N,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Saturniidae,Samia cynthia ricini,,540,,,Y,N,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Sphingidae,Ampelophaga rubiginosa,,460,,,Y,N,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Sphingidae,Ampelophaga rubiginosa,,540,,,Y,N,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Sphingidae,Ampelophaga rubiginosa,,580,,,Y,N,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Sphingidae,Callambulyx tatarinovii,,380,,,Y,N,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Sphingidae,Callambulyx tatarinovii,,460,,,Y,N,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Sphingidae,Callambulyx tatarinovii,,540,,,Y,N,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Sphingidae,Callambulyx tatarinovii,,580,,,Y,N,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Sphingidae,Deilephila elpenor,,345,,,Y,N,Hamdorf et al. 1971; Hoglund et al. 1973; Schwemer & Paulsen 1973; Schlecht 1979
Arthropoda,Insecta,Lepidoptera,Sphingidae,Deilephila elpenor,,440,,,Y,N,Hamdorf et al. 1971; Hoglund et al. 1973; Schwemer & Paulsen 1973; Schlecht 1979
Arthropoda,Insecta,Lepidoptera,Sphingidae,Deilephila elpenor,,520,,,Y,N,Hamdorf et al. 1971; Hoglund et al. 1973; Schwemer & Paulsen 1973; Schlecht 1979
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossum stellatarum,,348,,,N,Y,Hasselmann 1962
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossum stellatarum,,430,,,N,Y,Hasselmann 1962
Arthropoda,Insecta,Lepidoptera,Sphingidae,Macroglossum stellatarum,,500,,,N,Y,Hasselmann 1962
Arthropoda,Insecta,Lepidoptera,Sphingidae,Manduca sexta,,345,,,Y,N,White et al. 1983
Arthropoda,Insecta,Lepidoptera,Sphingidae,Manduca sexta,,440,,,Y,N,White et al. 1983
Arthropoda,Insecta,Lepidoptera,Sphingidae,Manduca sexta,,525,,,Y,N,White et al. 1983
Arthropoda,Insecta,Lepidoptera,Sphingidae,Marumba sperchius,,460,,,Y,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Sphingidae,Marumba sperchius,,540,,,Y,Y,Eguchi et al. 1982
Arthropoda,Insecta,Lepidoptera,Sphingidae,Marumba sperchius,,600,,,Y,Y,Eguchi et al. 1982
Arthropoda,Insecta,Neuroptera,Ascalaphidae,Libelloides macaronius,,350,,,N,Y,Gogala 1967; Paul et al. 1986
Arthropoda,Insecta,Neuroptera,Ascalaphidae,Libelloides macaronius,,530,,,N,Y,Gogala 1967; Paul et al. 1986
Arthropoda,Insecta,Odonata,Aeshnidae,Aeschna cyanea,,356,,,N,Y,Atrum & Kolb 1968
Arthropoda,Insecta,Odonata,Aeshnidae,Aeschna cyanea,,420,,,N,Y,Atrum & Kolb 1968
Arthropoda,Insecta,Odonata,Aeshnidae,Aeschna cyanea,,519,,,N,Y,Atrum & Kolb 1968
Arthropoda,Insecta,Odonata,Aeshnidae,Aeshna tuberculifera,,358,,,N,Y,Chappell & DeVoe 1975
Arthropoda,Insecta,Odonata,Aeshnidae,Aeshna tuberculifera,,501,,,N,Y,Chappell & DeVoe 1975
Arthropoda,Insecta,Odonata,Aeshnidae,Anax junius,,354,,,N,Y,Chappell & DeVoe 1975
Arthropoda,Insecta,Odonata,Aeshnidae,Anax junius,,442,,,N,Y,Chappell & DeVoe 1975
Arthropoda,Insecta,Odonata,Aeshnidae,Anax junius,,503,,,N,Y,Chappell & DeVoe 1975
Arthropoda,Insecta,Odonata,Aeshnidae,Libellula pulchella,,360,,,N,Y,Chappell & DeVoe 1975
Arthropoda,Insecta,Odonata,Aeshnidae,Libellula pulchella,,500,,,N,Y,Chappell & DeVoe 1975
Arthropoda,Insecta,Odonata,Corduliidae,Hemicordulia tau,,330,,,N,Y,Yang & Osorio 1991
Arthropoda,Insecta,Odonata,Corduliidae,Hemicordulia tau,,410,,,N,Y,Yang & Osorio 1991
Arthropoda,Insecta,Odonata,Corduliidae,Hemicordulia tau,,460,,,N,Y,Yang & Osorio 1991
Arthropoda,Insecta,Odonata,Corduliidae,Hemicordulia tau,,525,,,N,Y,Yang & Osorio 1991
Arthropoda,Insecta,Odonata,Corduliidae,Hemicordulia tau,,630,,,N,Y,Yang & Osorio 1991
Arthropoda,Insecta,Odonata,Libellulidae,Sympetrum rubicundulum,,340,,,N,Y,Meinertzhagen et al. 1983
Arthropoda,Insecta,Odonata,Libellulidae,Sympetrum rubicundulum,,410,,,N,Y,Meinertzhagen et al. 1983
Arthropoda,Insecta,Odonata,Libellulidae,Sympetrum rubicundulum,,490,,,N,Y,Meinertzhagen et al. 1983
Arthropoda,Insecta,Odonata,Libellulidae,Sympetrum rubicundulum,,540,,,N,Y,Meinertzhagen et al. 1983
Arthropoda,Insecta,Odonata,Libellulidae,Sympetrum rubicundulum,,620,,,N,Y,Meinertzhagen et al. 1983
Arthropoda,Insecta,Orthoptera,Acrididae,Locusta migratoria,,360,,,Y,Y,Vishnevskaya & Shura-Bura 1990
Arthropoda,Insecta,Orthoptera,Acrididae,Locusta migratoria,,430,,,Y,Y,Vishnevskaya & Shura-Bura 1990
Arthropoda,Insecta,Orthoptera,Acrididae,Locusta migratoria,,530,,,Y,Y,Vishnevskaya & Shura-Bura 1990
Arthropoda,Insecta,Orthoptera,Blattidae,Gryllus bimaculatus adult,,332,,,Y,N,Zufall et al. 1989
Arthropoda,Insecta,Orthoptera,Blattidae,Gryllus bimaculatus adult,,445,,,Y,N,Zufall et al. 1989
Arthropoda,Insecta,Orthoptera,Blattidae,Gryllus bimaculatus adult,,515,,,Y,N,Zufall et al. 1989
Arthropoda,Insecta,Orthoptera,Blattidae,Gryllus campestris,,340,,,Y,N,Zufall et al. 1989
Arthropoda,Insecta,Orthoptera,Blattidae,Gryllus campestris,,439,,,Y,N,Zufall et al. 1989
Arthropoda,Insecta,Orthoptera,Blattidae,Gryllus campestris,,520,,,Y,N,Zufall et al. 1989
Arthropoda,Insecta,Orthoptera,Romaleidae,Romalea microptera,,360,,,Y,Y,Bruckler & Williams 1981
Arthropoda,Insecta,Orthoptera,Romaleidae,Romalea microptera,,510,,,Y,Y,Bruckler & Williams 1981
Arthropoda,Malacostraca,Isopoda,Ligiidae,Ligia exotica,,340,,,Y,N,Hariyama et al. 1993
Arthropoda,Malacostraca,Isopoda,Ligiidae,Ligia exotica,,470,,,Y,N,Hariyama et al. 1993
Arthropoda,Malacostraca,Isopoda,Ligiidae,Ligia exotica,,520,,,Y,N,Hariyama et al. 1993
Chordata,Amphibia,Anura,Bufonidae,Bufo bufo,Rod,502,,,N,Y,Fyhrquist et al. 1998; Ala-Laurila et al. 2002
Chordata,Amphibia,Anura,Bufonidae,Rhinella [=Bufo] marinus,Rod,433,,,Y,Y,Hárosi 1975; Matthews 1983; Ala-Laurila et al. 2002
Chordata,Amphibia,Anura,Bufonidae,Rhinella [=Bufo] marinus,Rod,504,,,Y,Y,Hárosi 1975; Ala-Laurila et al. 2002
Chordata,Amphibia,Anura,Pipidae,Xenopus laevis,Rod,443,,,Y,Y,Witkovsky et al. 1981; Darden et al. 2003
Chordata,Amphibia,Anura,Pipidae,Xenopus laevis,Cone,425,,,Y,Y,Witkovsky et al. 1981; Darden et al. 2003
Chordata,Amphibia,Anura,Pipidae,Xenopus laevis,Rod,523,,,Y,Y,Witkovsky et al. 1981
Chordata,Amphibia,Anura,Pipidae,Xenopus laevis,Cone,611,,,Y,Y,Witkovsky et al. 1981
Chordata,Amphibia,Anura,Ranidae,Rana catesbeiana,Rod,430,Rod,,Y,Y,Makino-Tasaka & Suzuki 1984
Chordata,Amphibia,Anura,Ranidae,Rana catesbeiana,Cone,432,,,Y,Y,Gordon and Hood
Chordata,Amphibia,Anura,Ranidae,Rana catesbeiana,Cone,502,,,Y,Y,Gordon and Hood
Chordata,Amphibia,Anura,Ranidae,Rana catesbeiana,Rod,502,,,Y,Y,Gordon and Hood
Chordata,Amphibia,Anura,Ranidae,Rana catesbeiana,Rod,523,,,Y,Y,"Wald 1946; Crescitelli 1958, 1972; Donner et al. 1990"
Chordata,Amphibia,Anura,Ranidae,Rana catesbeiana,Cone,580,,,Y,Y,Gordon and Hood
Chordata,Amphibia,Anura,Ranidae,Rana catesbeiana larvae,Rod,516,,,Y,Y,"Wald 1946; Crescitelli 1958, 1972; Donner et al. 1990"
Chordata,Amphibia,Anura,Ranidae,Rana cracrivora,Rod,433,,,Y,Y,Donner and Reuter 1962; Dartnall 1967
Chordata,Amphibia,Anura,Ranidae,Rana pipiens,Rod,432,Rod,,Y,Y,Leibman & Entine 1968
Chordata,Amphibia,Anura,Ranidae,Rana pipiens,Rod,502,,,Y,Y,Crescitelli 1958; Liebman & Entine 1968
Chordata,Amphibia,Anura,Ranidae,Rana pipiens,Cone,575,,,Y,Y,Liebman & Entine 1968
Chordata,Amphibia,Anura,Ranidae,Rana temporaria,Cone,431,,,Y,Y,Koskelainen et al. 1994
Chordata,Amphibia,Anura,Ranidae,Rana temporaria,Rod,501,,,Y,Y,Koskelainen et al. 1994
Chordata,Amphibia,Anura,Ranidae,Rana temporaria,Cone,562,,,Y,Y,Koskelainen et al. 1994
Chordata,Amphibia,Gymnophiona,Dermophiidae,Geotrypetes seraphini,Rod,487,,,Y,N,Mohun et al. 2010
Chordata,Amphibia,Gymnophiona,Ichthyophiidae,Ichthyophis cf. kohtaoensis,Rod,493,,,Y,N,Mohun et al. 2010
Chordata,Amphibia,Gymnophiona,Rhinatrematidae,Rhinatrema bivittatum,Rod,488,,,Y,N,Mohun et al. 2010
Chordata,Amphibia,Gymnophiona,Typhlonectidae,Typhlonectes natans,Rod,489,,,Y,N,Mohun et al. 2010
Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma tigrinum adult,Cone,361,,,Y,Y,Isayama et al. 2014
Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma tigrinum adult,Rod,429,Rod,,Y,Y,Isayama et al. 2014
Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma tigrinum adult,Rod,505,,,Y,Y,Isayama et al. 2014
Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma tigrinum adult,Cone,568,,,Y,Y,Isayama et al. 2014
Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma tigrinum adult,Cone,576,,,Y,Y,Isayama et al. 2014
Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma tigrinum aquatic,Cone,361,,,Y,Y,Isayama et al. 2014
Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma tigrinum aquatic,Rod,431,,,Y,Y,Isayama et al. 2014
Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma tigrinum aquatic,Cone,434,,,Y,Y,Isayama et al. 2014
Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma tigrinum aquatic,Rod,516,,,Y,Y,Isayama et al. 2014
Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma tigrinum aquatic,Cone,584,,,Y,Y,Isayama et al. 2014
Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma tigrinum aquatic,Cone,586,,,Y,Y,Isayama et al. 2014
Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma tigrinum hatchling,Cone,361,,,Y,Y,Isayama et al. 2014
Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma tigrinum hatchling,Rod,428,,,Y,Y,Isayama et al. 2014
Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma tigrinum hatchling,Cone,429,,,Y,Y,Isayama et al. 2014
Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma tigrinum hatchling,Rod,512,,,Y,Y,Isayama et al. 2014
Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma tigrinum hatchling,Cone,563,,,Y,Y,Isayama et al. 2014
Chordata,Amphibia,Urodela,Proteidae,Necturus maculosus,Rod,523,,,Y,Y,Hárosi 1975
Chordata,Amphibia,Urodela,Proteidae,Necturus maculosus,Rod,525,,,Y,Y,Crescitelli 1958; Brown et al. 1963; Liebman 1972; Hárosi 1975
Chordata,Amphibia,Gymnophiona,Typhlonectidae,Typhlonectes natans,Rod,489,,,Y,N,Mohun et al. 2010
Chordata,Amphibia,Gymnophiona,Rhinatrematidae,Rhinatrema bivittatum,Rod,488,,,,,Mohun et al. 2010
Chordata,Amphibia,Gymnophiona,Dermophiidae,Geotrypetes seraphini,Rod,487,,,,,Mohun et al. 2010
Chordata,Amphibia,Gymnophiona,Ichthyophiidae,Ichthyophis kohtaoensis,Rod,493,,,,,Mohun et al. 2010
Chordata,Amphibia,Urodela,Salamandridae,Cynops orientalis,Cone,350,,,Y,Y,Korenyak and Govardovskii 2013
Chordata,Amphibia,Urodela,Salamandridae,Cynops orientalis,Cone,466,,,Y,Y,Korenyak and Govardovskii 2013
Chordata,Amphibia,Urodela,Salamandridae,Cynops orientalis,Cone,477,,,Y,Y,Korenyak and Govardovskii 2013
Chordata,Amphibia,Urodela,Salamandridae,Cynops orientalis,Rod,496,,,Y,Y,Korenyak & Govardovskii 2013
Chordata,Amphibia,Urodela,Salamandridae,Cynops orientalis,Rod,519,,,Y,Y,Korenyak & Govardovskii 2013
Chordata,Amphibia,Urodela,Salamandridae,Cynops orientalis,Cone,547,,,Y,Y,Korenyak and Govardovskii 2013
Chordata,Amphibia,Urodela,Salamandridae,Cynops orientalis,Cone,601,,,Y,Y,Korenyak and Govardovskii 2013
Chordata,Amphibia,Urodela,Salamandridae,Cynops pyrrhogaster,Rod,474,,,Y,Y,Takahashi &  Ebrey 2003
Chordata,Amphibia,Urodela,Salamandridae,Lissotriton vulgaris,Cone,340,,,Y,Y,Korenyak and Govardovskii 2013
Chordata,Amphibia,Urodela,Salamandridae,Lissotriton vulgaris,Cone,470,,,Y,Y,Korenyak and Govardovskii 2013
Chordata,Amphibia,Urodela,Salamandridae,Lissotriton vulgaris,Rod,499,,,Y,Y,Korenyak & Govardovskii 2013
Chordata,Amphibia,Urodela,Salamandridae,Lissotriton vulgaris,Rod,523,,,Y,Y,Korenyak & Govardovskii 2013
